Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,10,21045,21026,21075,13.21,100.00%,0.3956,1.14,0,2959
/chrome-variations/seed-95,10,579,341,987,158.12,0.00%,2.10926,97.51,0.65,47339
/-96,10,687,425,1046,170.67,0.00%,2.16826,17.57,1.49,8297.8
/node_modules/video.js/dist/video-js.min.css-98,10,271,60,395,78.33,0.00%,2.3912,29.11,0.97,12467
/css/latostyle.css-100,10,240,50,361,94.69,0.00%,2.45098,2.39,0.93,998.4
/css/latofonts.css-101,10,149,46,393,127.32,0.00%,2.59538,3.28,0.99,1292.5
/node_modules/jquery/dist/jquery.min.js-102,10,243,80,326,93.43,0.00%,2.80426,98.71,1.08,36043.3
/node_modules/tether/dist/js/tether.min.js-105,10,217,53,294,97.62,0.00%,2.96736,26.91,1.16,9284.7
/node_modules/bootstrap/dist/css/bootstrap.min.css-99,10,281,75,395,75.57,0.00%,2.86615,79.57,1.18,28428
/submit/contextual-services/topsites-impression/1/cac5598e-bd00-4f88-a5db-e16b4beac2b3-106,10,410,325,587,86.73,0.00%,2.63922,2.11,3.81,818.7
/js/index.js-108,10,216,50,337,108.32,0.00%,2.67881,7.57,0.97,2895.4
/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js-104,10,299,101,563,122.46,0.00%,2.8082,199.68,1.16,72813.4
/bm.png-112,10,208,49,297,99.82,0.00%,3.06279,12.75,1.15,4263
/Samsung1.jpg-110,10,238,59,307,89.1,0.00%,3.02572,81.79,1.16,27679
/node_modules/video.js/dist/video.min.js-103,10,292,85,590,147.53,0.00%,3.18776,499.68,1.24,160511.6
/nexus1.jpg-109,10,222,56,454,125.04,0.00%,3.50018,116.7,1.33,34140
/592x296/filters:format(jpeg):quality(60):no_upscale():strip_exif()/https%3A%2F%2Fs3.amazonaws.com%2Fpocket-curatedcorpusapi-prod-images%2F5642d287-8c21-49d9-9a11-2bfa6ee1a2f2.jpeg-120,10,145,73,410,106.53,0.00%,3.78215,106.5,2.01,28834
/592x296/filters:format(jpeg):quality(60):no_upscale():strip_exif()/https%3A%2F%2Fs3.amazonaws.com%2Fpocket-curatedcorpusapi-prod-images%2Fb0c3b178-ee57-465b-aa8c-fb6f93e35cab.jpeg-123,10,21,18,25,2.18,0.00%,3.91083,38.04,2.07,9960.2
/592x296/filters:format(jpeg):quality(60):no_upscale():strip_exif()/https%3A%2F%2Fs3.amazonaws.com%2Fpocket-curatedcorpusapi-prod-images%2Ffc4fc791-0fcf-48b3-a3fa-00548c2bff9f.jpeg-125,10,24,19,38,5.11,0.00%,3.88048,81.64,2.06,21543
/submit/firefox-desktop/newtab/1/46300a38-f283-4317-ac78-523e39fca6f2-119,10,366,273,589,94.37,0.00%,3.53857,2.94,7.47,851.4
/submit/activity-stream/sessions/1/96fb85f3-f92e-4282-8a99-50a81d2267a6-117,10,415,315,749,118.71,0.00%,3.71747,3.05,5.06,841.1
/592x296/filters:format(jpeg):quality(60):no_upscale():strip_exif()/https%3A%2F%2Fs3.amazonaws.com%2Fpocket-curatedcorpusapi-prod-images%2Fdd016e3e-cec7-484b-8151-f72ea54dc958.jpeg-124,10,28,19,68,13.63,0.00%,4.30293,62.49,2.28,14872
/592x296/filters:format(jpeg):quality(60):no_upscale():strip_exif()/https%3A%2F%2Fs3.amazonaws.com%2Fpocket-curatedcorpusapi-prod-images%2Fc177c1b3-daca-4be8-99da-53657685afd6.jpeg-127,10,25,18,39,8.35,0.00%,4.22833,73.89,2.24,17895
/imgs/front.jpg-115,10,238,56,306,91.83,0.00%,4.19815,102.28,1.61,24949
/592x296/filters:format(jpeg):quality(60):no_upscale():strip_exif()/https%3A%2F%2Fs3.amazonaws.com%2Fpocket-curatedcorpusapi-prod-images%2F0c09ef55-602f-4eb8-aa1a-e701b5dc7903.jpeg-122,10,26,19,37,6.32,0.00%,4.7081,82.48,2.5,17939
/592x296/filters:format(jpeg):quality(60):no_upscale():strip_exif()/https%3A%2F%2Fs3.amazonaws.com%2Fpocket-curatedcorpusapi-prod-images%2Fb850def5-99d3-4f6a-83a2-cb16c6c4be47.jpeg-126,10,21,19,27,2.29,0.00%,4.74383,87.55,2.52,18899
/obgoOYObjIFea_bXuT6L4LbBJ8j425AD87S1HMD3BWg.9991.jpg-130,10,80,58,175,33.42,0.00%,4.42087,46.22,1.77,10705.4
/592x296/filters:format(jpeg):quality(60):no_upscale():strip_exif()/https%3A%2F%2Fs3.amazonaws.com%2Fpocket-curatedcorpusapi-prod-images%2Fdccd2ce9-584e-47ab-93bf-abf8287b821e.jpeg-121,10,24,19,34,3.96,0.00%,4.5683,111.83,2.42,25068.2
/592x296/filters:format(jpeg):quality(60):no_upscale():strip_exif()/https%3A%2F%2Fs3.amazonaws.com%2Fpocket-curatedcorpusapi-prod-images%2F18bfa351-16bf-432a-ae68-78856a5cd3cb.jpeg-129,10,41,18,157,39.27,0.00%,4.54339,91.56,2.41,20635.2
/Eqfx-dXqpGIFV5Tmm1gv8XVA8ATij7ohWbjS9ic6ZsA.15089.jpg-131,10,29,17,45,9.74,0.00%,4.55373,70.24,1.83,15796
/submit/contextual-services/topsites-impression/1/70e785a5-8427-494f-a747-1dd2b001fc50-128,10,314,249,360,35.12,0.00%,4.01445,3.34,5.9,851.6
/submit/activity-stream/impression-stats/1/b8657e82-f978-4900-9153-28b38f909e99-118,10,316,257,413,54.02,0.00%,4.03714,3.26,5.11,827.5
/node_modules/bootstrap/dist/js/bootstrap.min.js-107,10,244,50,299,91.76,0.00%,4.04531,61.12,1.6,15470.7
/EWS/Exchange.asmx-116,10,542,480,627,48.35,100.00%,3.63504,3.82,5.37,1075
/config.json-133,10,175,49,344,120.43,0.00%,3.8625,2.01,1.67,533.4
/favicon.ico-132,10,202,48,312,122.95,0.00%,3.50631,19.84,1.34,5795
/index.m3u8-135,10,104,66,285,61.57,0.00%,3.51124,4.98,1.36,1453.7
/about_demo_hls_600k.m3u8-136,10,70,15,322,99.22,0.00%,3.25203,19.87,1.31,6257.3
/entries-134,10,493,411,597,47.61,0.00%,2.73598,4.22,1.05,1578.3
/iphone1.jpg-114,10,224,54,574,179.64,0.00%,2.82008,96.11,1.07,34899
/css/fonts/Lato-Regular.woff2-111,10,484,94,1212,285.75,0.00%,2.51636,449.79,1.11,183036.9
/EWS/Exchange.asmx-142,10,168,132,215,31.65,0.00%,2.60213,6.01,12.14,2364.3
/imgs/galaxy_s6.jpg-138,10,376,93,1041,241.61,0.00%,2.4728,260.16,0.96,107733.4
/imgs/Lumia_1520.jpg-139,10,349,161,734,146.79,0.00%,2.49688,354.82,0.97,145514.4
/imgs/iphone_6.jpg-141,10,358,140,691,148.61,0.00%,2.56016,503.14,0.99,201243
/imgs/Nexus_6.jpg-140,10,322,143,468,112.7,0.00%,2.55232,578.5,0.98,232097
/about_demo_hls_600k00000.ts-137,10,787,273,1510,374.83,0.00%,2.58331,1370.23,1.04,543144.8
/imgs/HTC_M9.jpg-144,10,296,105,400,107.15,0.00%,3.32336,315.57,1.28,97234.4
/update/3/GMP/110.0.1/20230227191043/WINNT_x86_64-msvc-x64/en-US/release/Windows_NT%2010.0.0.0.19044.2604%20(x64)/default/default/update.xml-146,10,172,106,245,45.96,0.00%,3.66435,4.26,1.79,1189.6
/imgs/xperia_z5.jpg-143,10,389,79,1064,329.54,0.00%,2.81532,395.88,1.09,143989.6
/chains/aus.content-signature.mozilla.org-2023-04-09-20-28-28.chain-148,10,170,71,308,82.53,0.00%,3.05344,17.39,1.2,5832
/v1/buckets/monitor/collections/changes/changeset-147,10,175,97,307,73.18,0.00%,3.22581,71.17,1.31,22591
/v1/buckets/blocklists/collections/gfx/changeset-151,10,34,17,82,19.27,0.00%,3.53982,33.28,1.67,9628
/mapi/emsmdb/?MailboxId=3343dc99-08c8-45d6-a31f-a33e6b4038ba@deloitte.com-150,10,168,143,196,20.3,0.00%,3.35796,5.53,13.66,1686
/EWS/Exchange.asmx-152,10,182,150,244,30.29,0.00%,3.25521,7.52,15.18,2365
/imgs/sony_vaio_5.jpg-145,10,304,72,389,116.53,0.00%,3.0525,270.58,1.19,90771
/v1/buckets/blocklists/collections/addons-bloomfilters/changeset-153,10,76,25,140,42.71,0.00%,3.03582,19.87,1.48,6703.8
/v1/buckets/main/collections/search-telemetry-v2-154,10,60,18,140,44.63,0.00%,2.93772,11.21,1.31,3906
/v1/buckets/main/collections/devtools-compatibility-browsers-155,10,46,17,133,39.61,0.00%,2.85714,5.29,1.3,1896.4
/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip-149,10,797,203,999,239.27,0.00%,2.26655,1003.63,0.68,453428
/v1/buckets/main/collections/search-config-156,10,61,28,141,37.71,0.00%,2.75103,29.82,1.21,11101
/v1/buckets/main/collections/cookie-banner-rules-list-157,10,110,16,659,187.82,0.00%,2.71223,12.03,1.22,4543.2
/v1/buckets/main/collections/sites-classification-158,10,38,17,104,28.55,0.00%,2.67023,3.29,1.19,1260
/v1/buckets/main/collections/anti-tracking-url-decoration-159,10,49,18,123,40.79,0.00%,2.60146,3.29,1.18,1294
/v1/buckets/main/collections/public-suffix-list/changeset-160,10,60,15,149,42.93,0.00%,2.51572,3.16,1.14,1285.8
/v1/buckets/main/collections/search-default-override-allowlist-161,10,94,19,331,87.76,0.00%,2.45399,3.27,1.12,1366.2
/v1/buckets/main/collections/hijack-blocklists-162,10,148,22,343,130.66,0.00%,2.46002,3.07,1.09,1278
/v1/buckets/main/collections/url-classifier-skip-urls-164,10,142,20,340,130.28,0.00%,2.44738,3.11,1.1,1300.6
/v1/buckets/main/collections/pioneer-study-addons-v1/changeset-165,10,84,21,333,93.34,0.00%,2.55885,27.77,1.17,11114
/edgedl/widevine-cdm/4.10.2557.0-win-x64.zip-163,10,22465,5110,36119,9267.49,0.00%,0.27686,2281.43,0.41,8438079.8
/v1/buckets/main/collections/top-sites-166,10,69,30,135,31.71,0.00%,0.36028,1.52,0.16,4326
/v1/buckets/main/collections/doh-providers/changeset-167,10,48,16,82,26.29,0.00%,0.36013,1.3,0.17,3700.8
/v1/buckets/main/collections/addons-manager-settings/changeset-168,10,57,15,101,26.98,0.00%,0.3598,0.93,0.16,2652
/v1/buckets/main/collections/password-rules-169,10,52,16,107,24.95,0.00%,0.35989,0.44,0.16,1253.2
/v1/buckets/main/collections/websites-with-shared-credential-backends-170,10,62,25,189,46.63,0.00%,0.35978,0.45,0.17,1278.2
/v1/buckets/main/collections/language-dictionaries-171,10,55,15,203,54.45,0.00%,0.36007,0.59,0.16,1690.2
/v1/buckets/main/collections/password-recipes-172,10,76,23,225,60.28,0.00%,0.35988,0.71,0.16,2017.8
/edgedl/widevine-cdm/4.10.2557.0-win-x64.zip-174,10,17751,5286,23443,4605.25,0.00%,0.22311,1838.31,0.25,8437045
/v1/buckets/main/collections/fxmonitor-breaches/changeset-173,10,179,120,261,49.6,0.00%,0.25134,43.9,0.11,178870
/v1/buckets/main/collections/doh-config/changeset-175,10,50,18,97,20.18,0.00%,0.25181,1.17,0.12,4766.4
/EWS/Exchange.asmx-178,10,237,153,679,149.99,0.00%,0.24792,0.57,1.16,2364.4
/v1/buckets/main/collections/devtools-devices-177,10,55,17,112,31.12,0.00%,0.24828,0.54,0.11,2217
/v1/tiles-179,10,401,263,646,116.61,0.00%,0.24647,0.34,0.08,1402.4
/obgoOYObjIFea_bXuT6L4LbBJ8j425AD87S1HMD3BWg.9991.jpg-181,10,107,39,251,74.83,0.00%,0.24707,2.58,0.1,10705.4
/Eqfx-dXqpGIFV5Tmm1gv8XVA8ATij7ohWbjS9ic6ZsA.15089.jpg-182,10,61,24,106,26.02,0.00%,0.24679,3.81,0.1,15796
/v1/buckets/security-state/collections/cert-revocations/changeset-180,10,72,29,110,22.33,0.00%,0.24654,12.83,0.11,53272
/chains/onecrl.content-signature.mozilla.org-2023-04-09-20-28-24.chain-183,10,86,43,287,68.24,0.00%,0.24631,1.41,0.1,5846.5
/v1/buckets/security-state/collections/intermediates/changeset-184,10,60,20,157,36.85,0.00%,0.24629,0.91,0.12,3780
/v1/buckets/security-state/collections/onecrl-185,10,51,20,109,24.69,0.00%,0.24628,0.59,0.11,2459.9
/mapi/emsmdb/?MailboxId=3343dc99-08c8-45d6-a31f-a33e6b4038ba@deloitte.com-187,10,246,134,728,169.39,0.00%,0.2453,0.4,0.99,1686
/security-state-staging/intermediates/b5d214b9-02bf-46d5-8c86-4000177b8e47.pem-189,10,173,62,220,43.53,0.00%,0.24491,0.51,0.1,2148
/security-state-staging/intermediates/06ff1559-82b4-4470-acef-546ca0d2d7e8.pem-190,10,53,26,90,22.98,0.00%,0.24546,0.62,0.1,2587
/security-state-staging/intermediates/34ab8f6d-6a63-4e28-b53b-850c3ac5899d.pem-191,10,57,20,83,21.07,0.00%,0.24528,0.61,0.1,2534.4
/security-state-staging/intermediates/6d2392d9-2ccd-4f86-9ddc-749b84bd77de.pem-188,10,68,15,99,21.59,0.00%,0.24509,1.04,0.1,4325
/security-state-staging/intermediates/87b90dc7-c168-45d1-86f9-3a1dab597af5.pem-193,10,69,16,104,25.14,0.00%,0.2452,0.41,0.1,1701
/security-state-staging/intermediates/e4fe0ba5-5fe0-4525-8aab-278ea8641c93.pem-192,10,79,16,183,42.95,0.00%,0.24551,0.63,0.1,2619
/mapi/emsmdb/?MailboxId=3343dc99-08c8-45d6-a31f-a33e6b4038ba@deloitte.com-113,10,254,142,946,232.47,0.00%,0.24535,0.38,0.99,1570
/edgedl/widevine-cdm/4.10.2557.0-win-x64.zip-176,10,12464,8029,17003,2554.36,0.00%,0.19703,1623.25,0.12,8436390
/mapi/emsmdb/?MailboxId=3343dc99-08c8-45d6-a31f-a33e6b4038ba@deloitte.com-186,10,438,138,689,209.63,0.00%,0.26078,0.4,1.05,1570
Launch,10,71162,40950,82292,11106.3,100.00%,0.11993,3357.26,9.34,28666352.6
/direct-194,10,312,147,442,107.12,0.00%,0.26162,14.97,0.13,58603
/direct-196,10,93,30,249,58.53,0.00%,0.26245,6.07,0.13,23679
/direct-197,10,163,36,696,199.62,0.00%,0.26262,6.58,0.13,25666
/direct-198,10,104,21,365,90.71,0.00%,0.26282,5.56,0.13,21646
/security-state-staging/intermediates/0903cfac-baf5-4e5a-a04c-3d446acaee56.pem-201,10,64,24,128,35.6,0.00%,0.26317,0.7,0.11,2740.3
/security-state-staging/intermediates/632f91d1-09ef-498e-b828-94c76c27331d.pem-202,10,54,17,120,27.5,0.00%,0.26356,0.54,0.11,2083
/security-state-staging/intermediates/91491062-2721-4f38-8d4c-cd231a5e16f3.pem-200,10,42,22,84,18.58,0.00%,0.26374,0.45,0.11,1731.9
/security-state-staging/intermediates/e8f32acc-3396-4ecf-80ac-5467edd7dc61.pem-199,10,109,17,729,207.51,0.00%,0.26365,0.67,0.11,2587
/security-state-staging/intermediates/bd4b3ad6-5fca-4573-9e99-2959c279c1ac.pem-206,10,66,26,221,55.87,0.00%,0.26372,0.75,0.11,2894.6
/submit/firefox-desktop/newtab/1/68982194-7ab1-4cb8-a831-9de06eedd2ca-195,10,494,289,679,108.11,0.00%,0.26117,0.2,0.52,792.5
/direct-207,10,52,28,82,18.09,0.00%,0.26285,3.05,0.13,11900
/direct-203,10,87,50,211,46.43,0.00%,0.26285,7.76,0.13,30231.7
/direct-204,10,81,24,137,28.94,0.00%,0.26328,6.52,0.13,25374.3
/direct-205,10,69,30,114,27.3,0.00%,0.26344,9.32,0.13,36243
/security-state-staging/intermediates/27528fc3-b963-415a-a99a-4f327d7d7c83.pem-208,10,44,16,86,22.14,0.00%,0.26334,0.81,0.11,3155
/security-state-staging/intermediates/f2bbec94-183e-4537-bc0a-f49e5e7afbb1.pem-209,10,40,17,91,23.02,0.00%,0.26333,0.73,0.11,2847
/security-state-staging/intermediates/abdca6cb-ec0b-43a3-9f0e-60a958965850.pem-210,10,45,15,102,23.79,0.00%,0.26336,0.77,0.11,2976.6
/security-state-staging/intermediates/5c8056e2-7f02-452a-a514-695f16f72486.pem-211,10,61,14,211,56.67,0.00%,0.26352,0.69,0.11,2682.4
/security-state-staging/intermediates/88d20507-b598-4ce5-9ba2-761d21a4e419.pem-212,10,56,24,164,45.05,0.00%,0.26341,0.56,0.11,2193
/security-state-staging/intermediates/b498521b-e32b-43cc-aca3-07c4179af1b4.pem-213,10,57,16,222,56.8,0.00%,0.26347,0.74,0.11,2891
/security-state-staging/intermediates/2e1a3cd7-0c11-46b6-ac97-522525cb0897.pem-215,9,98,20,619,184.15,0.00%,0.24623,0.52,0.1,2146.4
/security-state-staging/intermediates/f4cf151f-36c5-40ff-ab06-aa85908a4c91.pem-214,9,45,18,146,36.42,0.00%,0.24619,0.41,0.1,1688.9
/security-state-staging/intermediates/d89aea89-0644-488a-87ec-6fe32a4c8f6b.pem-216,9,44,19,91,23.96,0.00%,0.24607,0.51,0.1,2140
/security-state-staging/intermediates/6916706c-a910-4b05-9dc3-be264f846783.pem-217,9,43,20,112,26.94,0.00%,0.24621,0.68,0.1,2836.4
/security-state-staging/intermediates/fdd44b41-87a8-41b1-b24d-bc629efb1193.pem-219,9,36,16,118,29.49,0.00%,0.24633,0.59,0.1,2458.1
/security-state-staging/intermediates/3560b6a7-ac40-4c0b-ab01-ba7caf4f697e.pem-218,9,29,16,47,10.13,0.00%,0.24643,0.54,0.1,2262.7
/security-state-staging/intermediates/3d3331b5-9658-4b69-ad99-28073ad83c6c.pem-220,9,112,15,728,219.52,0.00%,0.24656,0.64,0.1,2653.3
/security-state-staging/intermediates/8eec4898-0567-46bf-aa86-2f2e3a4151f4.pem-221,9,68,16,221,78.07,0.00%,0.24666,0.7,0.1,2904.3
/security-state-staging/intermediates/84a1e40e-aa66-419a-a6e0-b29ad9504f47.pem-222,9,46,15,80,25.83,0.00%,0.24668,0.55,0.1,2282
/security-state-staging/intermediates/907a7262-b883-4896-bb78-a84247ab3ab1.pem-223,9,49,19,117,31.72,0.00%,0.24708,0.5,0.1,2071
/security-state-staging/intermediates/f292bc25-f1b7-45ff-9df5-d56c9893901c.pem-224,9,71,16,203,53.78,0.00%,0.2475,0.5,0.1,2084.3
/security-state-staging/intermediates/16773900-8e85-42bf-896c-e0656df0b64d.pem-225,9,45,15,69,18.28,0.00%,0.24776,0.55,0.1,2266
/security-state-staging/intermediates/c87c6dee-16e3-4bb0-8541-6cf2e215df90.pem-227,9,48,16,77,21.65,0.00%,0.24811,0.69,0.1,2839
/security-state-staging/intermediates/c310d05d-c0b0-4149-9d40-04e0f46a1fab.pem-228,9,44,14,77,21.09,0.00%,0.2485,0.59,0.1,2430.7
/security-state-staging/intermediates/ea4ea5bd-3a75-4cd2-a235-c3e8ef18c8c6.pem-226,9,48,27,80,19.86,0.00%,0.24867,0.68,0.1,2786
/security-state-staging/intermediates/574d0f4a-0f9f-4ac1-bbbd-b912aa74f87c.pem-229,9,54,19,90,25.05,0.00%,0.249,0.43,0.1,1779.3
/security-state-staging/intermediates/32b8a883-88dd-41a6-8a17-97687478fad0.pem-230,9,59,24,113,26.49,0.00%,0.24944,0.73,0.1,2980.2
/security-state-staging/intermediates/dbe4ae7c-598c-423b-a4f2-aa6674a8ec18.pem-231,9,54,24,107,24.54,0.00%,0.24962,0.54,0.1,2201
/security-state-staging/intermediates/f23ff21b-8762-4cf2-9fc1-76e7a2b242a8.pem-233,9,54,15,98,29.85,0.00%,0.24995,0.61,0.1,2509
/security-state-staging/intermediates/b2a82526-2d56-4d6f-82ed-ec715bf0fbe2.pem-234,9,62,30,112,27.85,0.00%,0.2502,0.56,0.1,2282
/security-state-staging/intermediates/21d55dea-31a3-4e8f-8e16-5c79c28af097.pem-235,9,67,17,211,55.85,0.00%,0.25055,0.47,0.1,1916
/security-state-staging/intermediates/a3476927-7931-4452-8215-9be907c01a5d.pem-237,9,40,26,75,13.87,0.00%,0.25068,0.41,0.1,1693
/security-state-staging/intermediates/bcc8709c-0a8e-402e-9add-fd2ed5432aed.pem-236,9,48,21,81,19.91,0.00%,0.25049,0.74,0.1,3009
/security-state-staging/intermediates/ed4bff44-19e6-498e-9259-91ec361a7b9e.pem-238,9,34,17,61,13.03,0.00%,0.25089,0.54,0.1,2189
/security-state-staging/intermediates/ef0a807b-5d79-4801-8b20-fe50e59b66c4.pem-239,9,37,17,143,37.73,0.00%,0.25116,0.53,0.1,2148
/security-state-staging/intermediates/d1b811ac-67f8-47ab-9f95-4ed057e9dc7d.pem-240,9,58,16,273,77.41,0.00%,0.25204,0.72,0.1,2940
/security-state-staging/intermediates/b46b3137-3b00-4aea-beb6-c0aae11f0db2.pem-241,9,37,17,82,19.84,0.00%,0.25227,0.43,0.1,1734
/security-state-staging/intermediates/2ce65543-848c-483b-b95e-f06e56737bb4.pem-242,9,53,20,158,42.02,0.00%,0.25259,0.44,0.1,1782
/security-state-staging/intermediates/b5439e20-bf07-4d4a-8a0e-1427b2b6b0f1.pem-243,9,40,19,103,24.41,0.00%,0.25267,0.48,0.1,1937
/security-state-staging/intermediates/92de2a7d-3a4e-4193-9a4b-62f0f3fbb871.pem-244,9,33,15,72,18.51,0.00%,0.25277,0.48,0.1,1941
/security-state-staging/intermediates/25c1e6b8-ac9d-4a5d-a746-5a91a4226446.pem-245,9,40,15,79,27.35,0.00%,0.25276,0.43,0.1,1740.7
/security-state-staging/intermediates/45a314a9-8e95-47be-ac09-68cc6935adcc.pem-232,9,48,16,115,37.76,0.00%,0.25275,0.59,0.1,2408
/security-state-staging/intermediates/32052bb6-9019-4826-b1ec-d7f1b6c94e9d.pem-246,9,48,16,91,26.79,0.00%,0.25305,0.61,0.1,2463.7
/security-state-staging/intermediates/8d6429a5-772d-4666-be02-ba8282f7be70.pem-247,9,54,20,102,29.1,0.00%,0.25312,0.56,0.1,2262
/security-state-staging/intermediates/9181fd99-fc3d-43be-ad3e-d1efb285d5ae.pem-248,9,46,16,77,19.11,0.00%,0.2532,0.51,0.1,2067
/security-state-staging/intermediates/f7a184d3-d555-4bc5-bf51-b6cf5fd02d86.pem-249,9,44,15,119,33.11,0.00%,0.25341,0.62,0.1,2497
/security-state-staging/intermediates/af663840-08e3-4664-9c06-3bb17602a0e3.pem-250,9,49,15,134,39.94,0.00%,0.25414,0.67,0.1,2718.3
/security-state-staging/intermediates/a586bb32-1766-40e6-bdd8-ba5e8bf95066.pem-251,9,37,16,62,16.16,0.00%,0.25496,0.65,0.11,2619
/security-state-staging/intermediates/f162042c-ed41-47ea-b249-c88c10579579.pem-252,9,52,18,115,31.99,0.00%,0.25523,0.5,0.11,1993.9
/security-state-staging/intermediates/a0d5da82-e91c-4971-9281-c3cef675f183.pem-253,9,45,15,86,24.88,0.00%,0.25579,0.44,0.11,1754
/security-state-staging/intermediates/30df4c61-9f07-4a43-9956-25742af9cddb.pem-254,9,43,15,95,28.17,0.00%,0.25623,0.55,0.11,2204.1
/security-state-staging/intermediates/8f304617-9f6c-410b-a3b5-d424f6063e72.pem-255,9,47,15,190,52.34,0.00%,0.25678,0.43,0.11,1710.3
/security-state-staging/intermediates/add22cce-aabf-4167-9d28-fb12c5e95054.pem-256,9,52,15,117,36.11,0.00%,0.25796,0.59,0.11,2335
/security-state-staging/intermediates/b16e7431-1a00-4dad-9c47-46be383bcfe4.pem-257,9,44,20,88,21.62,0.00%,0.25782,0.55,0.11,2190.1
/security-state-staging/intermediates/e513b328-655a-441e-86ca-5d563a8439fd.pem-258,9,66,15,272,76.12,0.00%,0.25836,0.56,0.11,2213
/security-state-staging/intermediates/c4f9e2c4-78ee-4792-87ad-84da6465225b.pem-259,9,54,14,90,28.56,0.00%,0.26036,0.58,0.11,2283.3
/security-state-staging/intermediates/c7b62543-c78a-44ee-9efc-f216e5bfd056.pem-260,9,50,17,87,26.78,0.00%,0.26082,0.74,0.11,2920
/security-state-staging/intermediates/5719a806-1c18-46c8-9229-0f467fd98968.pem-261,9,47,17,85,25.78,0.00%,0.26121,0.74,0.11,2904
/security-state-staging/intermediates/d4ca2b02-1cae-4163-8ebd-abb85f3e6a98.pem-262,9,77,29,152,42.88,0.00%,0.26154,0.52,0.11,2050
/security-state-staging/intermediates/6380c544-10af-435b-ae2d-adad842694a3.pem-263,9,137,15,363,139.02,0.00%,0.26257,0.69,0.11,2688
/security-state-staging/intermediates/6af4e353-16ba-477f-8e14-bcd1749fbc26.pem-265,10,122,15,356,129.38,0.00%,0.28379,0.46,0.12,1652
/security-state-staging/intermediates/e0735db7-bb34-4323-9b8f-081433bd0fd3.pem-264,10,52,15,154,39.28,0.00%,0.28549,0.77,0.12,2761
/security-state-staging/intermediates/6c0364a6-c99d-4709-837b-affccae1d280.pem-266,10,54,14,134,43.71,0.00%,0.28664,0.78,0.12,2774
/security-state-staging/intermediates/168326d2-eb32-4449-8388-890b59e9496f.pem-267,10,57,15,201,52.4,0.00%,0.28761,0.87,0.12,3086
/security-state-staging/intermediates/7b653369-09f2-4882-9c83-209a35b305e5.pem-268,10,41,15,101,27.86,0.00%,0.28915,0.69,0.12,2426.4
/security-state-staging/intermediates/d68a9395-6cfa-4112-b32d-bf294911ad57.pem-269,9,41,15,92,23.64,0.00%,0.26017,0.45,0.11,1754
/security-state-staging/intermediates/72c3d6bb-f1e7-4495-af68-0ba087eda278.pem-271,9,38,14,96,24.28,0.00%,0.26073,0.39,0.11,1514
/security-state-staging/intermediates/7e772905-a27d-4e17-b2d5-1efe1b1f1638.pem-270,9,38,17,81,19.35,0.00%,0.26125,0.71,0.11,2765
/security-state-staging/intermediates/56d8fb27-0de0-4b61-ab41-299e1d0c14c9.pem-272,9,32,17,56,11.13,0.00%,0.26173,0.77,0.11,3021
/security-state-staging/intermediates/aa0b4687-ec1c-483c-878f-31363ebb0565.pem-273,9,45,14,112,36.57,0.00%,0.26191,0.57,0.11,2233
/security-state-staging/intermediates/8258df94-c3d1-471b-9fb1-34f2157ac923.pem-274,9,35,16,84,22.97,0.00%,0.26254,0.73,0.11,2844.7
/security-state-staging/intermediates/8d2e464a-9995-4b44-ac8b-55f3656ad646.pem-277,8,36,14,82,21.24,0.00%,0.23384,0.63,0.1,2745
/security-state-staging/intermediates/5a2ec80d-2b8e-4dcd-8682-f7f9d642c490.pem-276,8,36,20,89,21.47,0.00%,0.23376,0.75,0.1,3306
/security-state-staging/intermediates/d9eaba09-d66e-487d-9974-8980bc0a838e.pem-278,8,44,17,117,31.36,0.00%,0.23395,0.51,0.1,2237
/security-state-staging/intermediates/974ee8b6-e05b-45c0-b50d-b37049e98644.pem-279,8,38,16,98,26.01,0.00%,0.23392,0.48,0.1,2107
/security-state-staging/intermediates/d4bebbe8-5c5d-4a42-9a8c-6b64a9a76314.pem-280,8,77,17,363,109.47,0.00%,0.23392,0.57,0.1,2507.2
/security-state-staging/intermediates/f6df929b-2bdd-462f-a3b4-18df32996b70.pem-281,8,71,17,353,108.05,0.00%,0.23397,0.57,0.1,2496.2
/security-state-staging/intermediates/e40e2f56-df5c-40a6-85f6-694d1d00f167.pem-282,8,36,15,69,20.13,0.00%,0.234,0.69,0.1,3034
/security-state-staging/intermediates/877fe714-023f-4bf5-af37-35516011ddb3.pem-283,8,40,15,104,33.56,0.00%,0.23421,0.41,0.1,1790
/security-state-staging/intermediates/61082769-e7e7-4c7a-a611-2dfbde36eeae.pem-284,8,82,16,363,106.9,0.00%,0.23427,0.62,0.1,2728
/security-state-staging/intermediates/f804d5ba-d989-47f7-8217-4f41b5fb5978.pem-285,8,74,15,346,103.91,0.00%,0.2346,0.51,0.1,2221
/security-state-staging/intermediates/d3cdd04e-0ece-4631-bf2e-a72a9a235e6c.pem-287,8,49,17,76,22.31,0.00%,0.23484,0.67,0.1,2924
